"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 29 10:13:09 UTC 2021","Sat May 29 10:13:44 UTC 2021","35167","","Course Project","","","","Student select course project topic (example #1)",""
"passed","Sat May 29 10:24:13 UTC 2021","Sat May 29 10:25:07 UTC 2021","53594","","EEM Complex","","","","Add file to EEM Complex section (example #2)",""
"passed","Sat May 29 10:22:03 UTC 2021","Sat May 29 10:22:31 UTC 2021","28407","","Graduation Project","","","","Student see edited graduation Project topic (example #1)",""
"passed","Sat May 29 10:11:40 UTC 2021","Sat May 29 10:12:14 UTC 2021","34434","","Interactive Book","","","","Create new interactive book topic (example #2)",""
"failed","Sat May 29 10:23:50 UTC 2021","Sat May 29 10:24:31 UTC 2021","41143","","Graduation Project","","","","Delete graduation project topic (example #1)",""
"passed","Sat May 29 10:26:50 UTC 2021","Sat May 29 10:27:26 UTC 2021","36743","","Interactive Book","","","","Delete interactive book child topic (example #3)",""
"passed","Sat May 29 10:27:59 UTC 2021","Sat May 29 10:28:23 UTC 2021","24403","","EEM Complex","","","","Edit EEM Complex (example #2)",""
"passed","Sat May 29 10:22:31 UTC 2021","Sat May 29 10:22:50 UTC 2021","18628","","Graduation Project","","","","Student see edited graduation Project topic (example #2)",""
"passed","Sat May 29 10:30:35 UTC 2021","Sat May 29 10:31:08 UTC 2021","32425","","Interactive Book","","","","Delete interactive book topic (example #1)",""
"passed","Sat May 29 10:15:32 UTC 2021","Sat May 29 10:16:05 UTC 2021","32824","","EEM Complex","","","","User can see the Map EEM Complex (example #4)",""
"passed","Sat May 29 10:29:19 UTC 2021","Sat May 29 10:29:56 UTC 2021","36439","","Interactive Book","","","","Edit interactive book topic (example #3)",""
"failed","Sat May 29 10:17:01 UTC 2021","Sat May 29 10:17:43 UTC 2021","41356","","Course Project","","","","Confirm student on course project topic (example #3)",""
"failed","Sat May 29 10:23:54 UTC 2021","Sat May 29 10:24:27 UTC 2021","33297","","Interactive Book","","","","Student cannot see hide interactive book (example #2)",""
"passed","Sat May 29 10:20:19 UTC 2021","Sat May 29 10:20:48 UTC 2021","28736","","Course Project","","","","Edit course project topic (example #1)",""
"passed","Sat May 29 10:18:47 UTC 2021","Sat May 29 10:19:25 UTC 2021","38194","","Interactive Book","","","","Add interactive book child topic (example #2)",""
"passed","Sat May 29 10:20:07 UTC 2021","Sat May 29 10:20:34 UTC 2021","26631","","Graduation Project","","","","Edit graduation project topic (example #1)",""
"passed","Sat May 29 10:19:04 UTC 2021","Sat May 29 10:19:28 UTC 2021","23712","","Graduation Project","","","","Assign graduation project topic to student (example #3)",""
"failed","Sat May 29 10:23:17 UTC 2021","Sat May 29 10:23:49 UTC 2021","31869","","Course Project","","","","Student see edited course project topic (example #3)",""
"passed","Sat May 29 10:21:31 UTC 2021","Sat May 29 10:22:08 UTC 2021","37457","","Interactive Book","","","","Hide interactive book child topic (example #2)",""
"passed","Sat May 29 10:25:07 UTC 2021","Sat May 29 10:25:41 UTC 2021","34078","","Graduation Project","","","","Delete graduation project topic (example #3)",""
"passed","Sat May 29 10:11:00 UTC 2021","Sat May 29 10:11:33 UTC 2021","33637","","Course Project","","","","Create new course project topic (example #1)",""
"failed","Sat May 29 10:18:27 UTC 2021","Sat May 29 10:19:04 UTC 2021","37161","","Graduation Project","","","","Assign graduation project topic to student (example #2)",""
"failed","Sat May 29 10:16:59 UTC 2021","Sat May 29 10:17:31 UTC 2021","32843","","Interactive Book","","","","Student see interactive book content (example #3)",""
"passed","Sat May 29 10:11:30 UTC 2021","Sat May 29 10:11:56 UTC 2021","25368","","EEM Complex","","","","Create new EEM Complex (example #2)",""
"failed","Sat May 29 10:25:07 UTC 2021","Sat May 29 10:25:47 UTC 2021","40172","","EEM Complex","","","","Add file to EEM Complex section (example #3)",""
"failed","Sat May 29 10:13:44 UTC 2021","Sat May 29 10:14:33 UTC 2021","48766","","Course Project","","","","Student select course project topic (example #2)",""
"passed","Sat May 29 10:14:15 UTC 2021","Sat May 29 10:14:46 UTC 2021","31587","","Interactive Book","","","","Add text to interactive book topic (example #2)",""
"failed","Sat May 29 10:23:20 UTC 2021","Sat May 29 10:23:54 UTC 2021","33392","","Interactive Book","","","","Student cannot see hide interactive book (example #1)",""
"passed","Sat May 29 10:12:03 UTC 2021","Sat May 29 10:12:37 UTC 2021","33756","","Course Project","","","","Create new course project topic (example #3)",""
"passed","Sat May 29 10:22:50 UTC 2021","Sat May 29 10:23:16 UTC 2021","25989","","Graduation Project","","","","Student see edited graduation Project topic (example #3)",""
"passed","Sat May 29 10:12:46 UTC 2021","Sat May 29 10:13:10 UTC 2021","24844","","EEM Complex","","","","Create new EEM Complex (example #4)",""
"passed","Sat May 29 10:25:34 UTC 2021","Sat May 29 10:26:12 UTC 2021","37917","","Interactive Book","","","","Delete interactive book child topic (example #1)",""
"passed","Sat May 29 10:21:16 UTC 2021","Sat May 29 10:21:46 UTC 2021","30771","","Course Project","","","","Edit course project topic (example #3)",""
"failed","Sat May 29 10:24:27 UTC 2021","Sat May 29 10:25:00 UTC 2021","32561","","Interactive Book","","","","Student cannot see hide interactive book (example #3)",""
"passed","Sat May 29 10:18:16 UTC 2021","Sat May 29 10:18:42 UTC 2021","26670","","Course Project","","","","Assign course project topic to student (example #1)",""
"failed","Sat May 29 10:15:56 UTC 2021","Sat May 29 10:16:35 UTC 2021","38798","","Graduation Project","","","","Confirm student on graduation project topic (example #2)",""
"passed","Sat May 29 10:19:22 UTC 2021","Sat May 29 10:19:51 UTC 2021","28743","","Course Project","","","","Assign course project topic to student (example #3)",""
"failed","Sat May 29 10:14:33 UTC 2021","Sat May 29 10:15:06 UTC 2021","33261","","Course Project","","","","Student select course project topic (example #3)",""
"failed","Sat May 29 10:28:44 UTC 2021","Sat May 29 10:29:19 UTC 2021","34921","","Interactive Book","","","","Edit interactive book topic (example #2)",""
"passed","Sat May 29 10:21:38 UTC 2021","Sat May 29 10:22:19 UTC 2021","40658","","EEM Complex","","","","Add folder to EEM Complex section (example #4)",""
"failed","Sat May 29 10:32:02 UTC 2021","Sat May 29 10:32:45 UTC 2021","43082","","EEM Complex","","","","Delete EEM Complex (example #4)",""
"failed","Sat May 29 10:31:38 UTC 2021","Sat May 29 10:32:25 UTC 2021","46826","","Interactive Book","","","","Delete interactive book topic (example #3)",""
"passed","Sat May 29 10:29:00 UTC 2021","Sat May 29 10:29:22 UTC 2021","22180","","EEM Complex","","","","Edit EEM Complex (example #4)",""
"passed","Sat May 29 10:20:15 UTC 2021","Sat May 29 10:20:57 UTC 2021","41774","","EEM Complex","","","","Add folder to EEM Complex section (example #2)",""
"passed","Sat May 29 10:25:37 UTC 2021","Sat May 29 10:26:14 UTC 2021","37291","","Course Project","","","","Delete course project topic (example #3)",""
"failed","Sat May 29 10:11:56 UTC 2021","Sat May 29 10:12:46 UTC 2021","49983","","EEM Complex","","","","Create new EEM Complex (example #3)",""
"passed","Sat May 29 10:15:22 UTC 2021","Sat May 29 10:15:56 UTC 2021","34233","","Graduation Project","","","","Confirm student on graduation project topic (example #1)",""
"passed","Sat May 29 10:31:08 UTC 2021","Sat May 29 10:31:38 UTC 2021","30540","","Interactive Book","","","","Delete interactive book topic (example #2)",""
"passed","Sat May 29 10:13:42 UTC 2021","Sat May 29 10:14:15 UTC 2021","32551","","Interactive Book","","","","Add text to interactive book topic (example #1)",""
"passed","Sat May 29 10:16:33 UTC 2021","Sat May 29 10:16:59 UTC 2021","25790","","Interactive Book","","","","Student see interactive book content (example #2)",""
"failed","Sat May 29 10:31:23 UTC 2021","Sat May 29 10:32:02 UTC 2021","39401","","EEM Complex","","","","Delete EEM Complex (example #3)",""
"passed","Sat May 29 10:11:00 UTC 2021","Sat May 29 10:11:40 UTC 2021","39592","","Interactive Book","","","","Create new interactive book topic (example #1)",""
"passed","Sat May 29 10:11:03 UTC 2021","Sat May 29 10:11:35 UTC 2021","32789","","Graduation Project","","","","Create new graduation project topic (example #1)",""
"failed","Sat May 29 10:22:08 UTC 2021","Sat May 29 10:22:42 UTC 2021","33642","","Interactive Book","","","","Hide interactive book child topic (example #3)",""
"passed","Sat May 29 10:24:31 UTC 2021","Sat May 29 10:25:07 UTC 2021","35692","","Graduation Project","","","","Delete graduation project topic (example #2)",""
"failed","Sat May 29 10:17:47 UTC 2021","Sat May 29 10:18:26 UTC 2021","39328","","EEM Complex","","","","Open created EEM Complex (example #3)",""
"passed","Sat May 29 10:11:33 UTC 2021","Sat May 29 10:12:03 UTC 2021","30136","","Course Project","","","","Create new course project topic (example #2)",""
"passed","Sat May 29 10:20:52 UTC 2021","Sat May 29 10:21:31 UTC 2021","38817","","Interactive Book","","","","Hide interactive book child topic (example #1)",""
"passed","Sat May 29 10:20:57 UTC 2021","Sat May 29 10:21:26 UTC 2021","28670","","Graduation Project","","","","Edit graduation project topic (example #3)",""
