"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 28 19:38:44 UTC 2021","Fri May 28 19:39:26 UTC 2021","42761","","Interactive Book","","","","Add interactive book child topic (example #3)",""
"failed","Fri May 28 19:36:11 UTC 2021","Fri May 28 19:36:33 UTC 2021","22635","","Graduation Project","","","","Assign graduation project topic to student (example #2)",""
"passed","Fri May 28 19:30:48 UTC 2021","Fri May 28 19:31:17 UTC 2021","28451","","EEM Complex","","","","Create new EEM Complex (example #2)",""
"failed","Fri May 28 19:48:24 UTC 2021","Fri May 28 19:48:58 UTC 2021","34303","","Interactive Book","","","","Edit interactive book topic (example #2)",""
"passed","Fri May 28 19:33:35 UTC 2021","Fri May 28 19:34:12 UTC 2021","37349","","EEM Complex","","","","User can see the Map EEM Complex (example #1)",""
"failed","Fri May 28 19:33:27 UTC 2021","Fri May 28 19:33:54 UTC 2021","27456","","Graduation Project","","","","Confirm student on graduation project topic (example #1)",""
"failed","Fri May 28 19:33:43 UTC 2021","Fri May 28 19:34:16 UTC 2021","32412","","Course Project","","","","Student select course project topic (example #2)",""
"passed","Fri May 28 19:33:54 UTC 2021","Fri May 28 19:34:28 UTC 2021","33895","","Interactive Book","","","","Add text to interactive book topic (example #3)",""
"failed","Fri May 28 19:38:50 UTC 2021","Fri May 28 19:39:27 UTC 2021","36469","","Graduation Project","","","","Edit graduation project topic (example #3)",""
"failed","Fri May 28 19:44:03 UTC 2021","Fri May 28 19:44:35 UTC 2021","31945","","Interactive Book","","","","Student cannot see hide interactive book (example #3)",""
"failed","Fri May 28 19:38:17 UTC 2021","Fri May 28 19:39:02 UTC 2021","44713","","Course Project","","","","Assign course project topic to student (example #1)",""
"passed","Fri May 28 19:31:09 UTC 2021","Fri May 28 19:31:39 UTC 2021","30382","","Course Project","","","","Create new course project topic (example #2)",""
"passed","Fri May 28 19:45:34 UTC 2021","Fri May 28 19:46:24 UTC 2021","49497","","EEM Complex","","","","Add file to EEM Complex section (example #2)",""
"failed","Fri May 28 19:52:53 UTC 2021","Fri May 28 19:53:37 UTC 2021","44140","","EEM Complex","","","","Delete EEM Complex (example #2)",""
"passed","Fri May 28 19:48:58 UTC 2021","Fri May 28 19:49:38 UTC 2021","39263","","Interactive Book","","","","Edit interactive book topic (example #3)",""
"failed","Fri May 28 19:35:09 UTC 2021","Fri May 28 19:35:43 UTC 2021","33695","","Interactive Book","","","","Student see interactive book content (example #1)",""
"failed","Fri May 28 19:43:31 UTC 2021","Fri May 28 19:44:03 UTC 2021","32721","","Interactive Book","","","","Student cannot see hide interactive book (example #2)",""
"passed","Fri May 28 19:32:15 UTC 2021","Fri May 28 19:32:37 UTC 2021","22300","","Graduation Project","","","","Student select graduation project topic (example #2)",""
"failed","Fri May 28 19:54:18 UTC 2021","Fri May 28 19:55:01 UTC 2021","43262","","EEM Complex","","","","Delete EEM Complex (example #4)",""
"failed","Fri May 28 19:43:29 UTC 2021","Fri May 28 19:44:05 UTC 2021","36836","","Graduation Project","","","","Delete graduation project topic (example #3)",""
"passed","Fri May 28 19:48:55 UTC 2021","Fri May 28 19:49:26 UTC 2021","30899","","EEM Complex","","","","Edit EEM Complex (example #1)",""
"passed","Fri May 28 19:49:26 UTC 2021","Fri May 28 19:49:54 UTC 2021","28735","","EEM Complex","","","","Edit EEM Complex (example #2)",""
"passed","Fri May 28 19:41:21 UTC 2021","Fri May 28 19:42:06 UTC 2021","44940","","EEM Complex","","","","Add folder to EEM Complex section (example #2)",""
"failed","Fri May 28 19:35:32 UTC 2021","Fri May 28 19:36:11 UTC 2021","38359","","Graduation Project","","","","Assign graduation project topic to student (example #1)",""
"passed","Fri May 28 19:30:14 UTC 2021","Fri May 28 19:30:48 UTC 2021","33815","","EEM Complex","","","","Create new EEM Complex (example #1)",""
"failed","Fri May 28 19:34:22 UTC 2021","Fri May 28 19:34:58 UTC 2021","35662","","Graduation Project","","","","Confirm student on graduation project topic (example #3)",""
"passed","Fri May 28 19:31:50 UTC 2021","Fri May 28 19:32:15 UTC 2021","24983","","Graduation Project","","","","Student select graduation project topic (example #1)",""
"failed","Fri May 28 19:41:58 UTC 2021","Fri May 28 19:42:40 UTC 2021","42026","","Graduation Project","","","","Delete graduation project topic (example #1)",""
"failed","Fri May 28 19:42:06 UTC 2021","Fri May 28 19:42:50 UTC 2021","43953","","EEM Complex","","","","Add folder to EEM Complex section (example #3)",""
"passed","Fri May 28 19:37:26 UTC 2021","Fri May 28 19:38:05 UTC 2021","39066","","Interactive Book","","","","Add interactive book child topic (example #1)",""
"failed","Fri May 28 19:34:12 UTC 2021","Fri May 28 19:34:47 UTC 2021","35384","","EEM Complex","","","","User can see the Map EEM Complex (example #2)",""
"failed","Fri May 28 19:43:33 UTC 2021","Fri May 28 19:44:07 UTC 2021","33485","","Course Project","","","","Student see edited course project topic (example #1)",""
"failed","Fri May 28 19:38:19 UTC 2021","Fri May 28 19:39:02 UTC 2021","42154","","EEM Complex","","","","Open created EEM Complex (example #3)",""
"failed","Fri May 28 19:35:43 UTC 2021","Fri May 28 19:36:16 UTC 2021","32840","","Interactive Book","","","","Student see interactive book content (example #2)",""
"passed","Fri May 28 19:46:25 UTC 2021","Fri May 28 19:47:03 UTC 2021","37317","","Interactive Book","","","","Delete interactive book child topic (example #3)",""
"failed","Fri May 28 19:42:57 UTC 2021","Fri May 28 19:43:31 UTC 2021","33824","","Interactive Book","","","","Student cannot see hide interactive book (example #1)",""
"failed","Fri May 28 19:50:34 UTC 2021","Fri May 28 19:51:14 UTC 2021","40166","","EEM Complex","","","","Edit EEM Complex (example #4)",""
"failed","Fri May 28 19:47:11 UTC 2021","Fri May 28 19:47:56 UTC 2021","45416","","Course Project","","","","Delete course project topic (example #3)",""
"passed","Fri May 28 19:30:07 UTC 2021","Fri May 28 19:30:32 UTC 2021","24452","","Graduation Project","","","","Create new graduation project topic (example #1)",""
"failed","Fri May 28 19:36:16 UTC 2021","Fri May 28 19:36:48 UTC 2021","32489","","Interactive Book","","","","Student see interactive book content (example #3)",""
"passed","Fri May 28 19:40:54 UTC 2021","Fri May 28 19:41:32 UTC 2021","38447","","Interactive Book","","","","Hide interactive book child topic (example #2)",""
"passed","Fri May 28 19:32:37 UTC 2021","Fri May 28 19:32:58 UTC 2021","20367","","Graduation Project","","","","Student select graduation project topic (example #3)",""
"failed","Fri May 28 19:36:11 UTC 2021","Fri May 28 19:36:47 UTC 2021","35514","","Course Project","","","","Confirm student on course project topic (example #2)",""
"failed","Fri May 28 19:42:01 UTC 2021","Fri May 28 19:42:47 UTC 2021","46131","","Course Project","","","","Edit course project topic (example #3)",""
"passed","Fri May 28 19:45:49 UTC 2021","Fri May 28 19:46:25 UTC 2021","35931","","Interactive Book","","","","Delete interactive book child topic (example #2)",""
"failed","Fri May 28 19:34:47 UTC 2021","Fri May 28 19:35:30 UTC 2021","42383","","EEM Complex","","","","User can see the Map EEM Complex (example #3)",""
"failed","Fri May 28 19:36:33 UTC 2021","Fri May 28 19:37:10 UTC 2021","36484","","Graduation Project","","","","Assign graduation project topic to student (example #3)",""
"passed","Fri May 28 19:30:55 UTC 2021","Fri May 28 19:31:19 UTC 2021","24850","","Graduation Project","","","","Create new graduation project topic (example #3)",""
"failed","Fri May 28 19:52:06 UTC 2021","Fri May 28 19:52:52 UTC 2021","46324","","EEM Complex","","","","Delete EEM Complex (example #1)",""
"passed","Fri May 28 19:33:22 UTC 2021","Fri May 28 19:33:54 UTC 2021","31774","","Interactive Book","","","","Add text to interactive book topic (example #2)",""
"failed","Fri May 28 19:38:08 UTC 2021","Fri May 28 19:38:50 UTC 2021","42292","","Graduation Project","","","","Edit graduation project topic (example #2)",""
"passed","Fri May 28 19:40:35 UTC 2021","Fri May 28 19:41:21 UTC 2021","46046","","EEM Complex","","","","Add folder to EEM Complex section (example #1)",""
"failed","Fri May 28 19:49:54 UTC 2021","Fri May 28 19:50:34 UTC 2021","39238","","EEM Complex","","","","Edit EEM Complex (example #3)",""
"passed","Fri May 28 19:30:32 UTC 2021","Fri May 28 19:30:55 UTC 2021","22924","","Graduation Project","","","","Create new graduation project topic (example #2)",""
"failed","Fri May 28 19:44:25 UTC 2021","Fri May 28 19:45:34 UTC 2021","69477","","EEM Complex","","","","Add file to EEM Complex section (example #1)",""
"passed","Fri May 28 19:37:06 UTC 2021","Fri May 28 19:37:43 UTC 2021","36449","","EEM Complex","","","","Open created EEM Complex (example #1)",""
"failed","Fri May 28 19:42:40 UTC 2021","Fri May 28 19:43:29 UTC 2021","48507","","Graduation Project","","","","Delete graduation project topic (example #2)",""
"passed","Fri May 28 19:40:15 UTC 2021","Fri May 28 19:40:54 UTC 2021","38413","","Interactive Book","","","","Hide interactive book child topic (example #1)",""
"failed","Fri May 28 19:36:47 UTC 2021","Fri May 28 19:37:32 UTC 2021","44810","","Course Project","","","","Confirm student on course project topic (example #3)",""
"passed","Fri May 28 19:40:02 UTC 2021","Fri May 28 19:40:28 UTC 2021","25070","","Graduation Project","","","","Student see edited graduation Project topic (example #1)",""
"failed","Fri May 28 19:40:43 UTC 2021","Fri May 28 19:41:29 UTC 2021","45627","","Course Project","","","","Edit course project topic (example #1)",""
"failed","Fri May 28 19:44:07 UTC 2021","Fri May 28 19:44:39 UTC 2021","32727","","Course Project","","","","Student see edited course project topic (example #2)",""
"passed","Fri May 28 19:50:22 UTC 2021","Fri May 28 19:50:52 UTC 2021","30047","","Interactive Book","","","","Delete interactive book topic (example #1)",""
"passed","Fri May 28 19:30:53 UTC 2021","Fri May 28 19:31:28 UTC 2021","34361","","Interactive Book","","","","Create new interactive book topic (example #2)",""
"passed","Fri May 28 19:47:46 UTC 2021","Fri May 28 19:48:24 UTC 2021","37375","","Interactive Book","","","","Edit interactive book topic (example #1)",""
"passed","Fri May 28 19:37:44 UTC 2021","Fri May 28 19:38:08 UTC 2021","23846","","Graduation Project","","","","Edit graduation project topic (example #1)",""
"passed","Fri May 28 19:41:32 UTC 2021","Fri May 28 19:42:11 UTC 2021","38133","","Interactive Book","","","","Hide interactive book child topic (example #3)",""
"failed","Fri May 28 19:35:26 UTC 2021","Fri May 28 19:36:11 UTC 2021","45160","","Course Project","","","","Confirm student on course project topic (example #1)",""
"failed","Fri May 28 19:39:02 UTC 2021","Fri May 28 19:39:41 UTC 2021","39274","","EEM Complex","","","","Open created EEM Complex (example #4)",""
"failed","Fri May 28 19:42:50 UTC 2021","Fri May 28 19:43:25 UTC 2021","35105","","EEM Complex","","","","Add folder to EEM Complex section (example #4)",""
"passed","Fri May 28 19:38:05 UTC 2021","Fri May 28 19:38:44 UTC 2021","38760","","Interactive Book","","","","Add interactive book child topic (example #2)",""
"failed","Fri May 28 19:31:17 UTC 2021","Fri May 28 19:32:08 UTC 2021","50921","","EEM Complex","","","","Create new EEM Complex (example #3)",""
"passed","Fri May 28 19:33:54 UTC 2021","Fri May 28 19:34:22 UTC 2021","27670","","Graduation Project","","","","Confirm student on graduation project topic (example #2)",""
"failed","Fri May 28 19:30:14 UTC 2021","Fri May 28 19:31:09 UTC 2021","54695","","Course Project","","","","Create new course project topic (example #1)",""
"failed","Fri May 28 19:33:10 UTC 2021","Fri May 28 19:33:43 UTC 2021","33266","","Course Project","","","","Student select course project topic (example #1)",""
"passed","Fri May 28 19:30:15 UTC 2021","Fri May 28 19:30:53 UTC 2021","37994","","Interactive Book","","","","Create new interactive book topic (example #1)",""
"failed","Fri May 28 19:46:24 UTC 2021","Fri May 28 19:47:07 UTC 2021","43617","","EEM Complex","","","","Add file to EEM Complex section (example #3)",""
"passed","Fri May 28 19:51:23 UTC 2021","Fri May 28 19:51:53 UTC 2021","29710","","Interactive Book","","","","Delete interactive book topic (example #3)",""
