"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 15 09:11:07 UTC 2021","Tue Jun 15 09:11:29 UTC 2021","22340","","Graduation Project","","","","Student see edited graduation Project topic (example #2)",""
"passed","Tue Jun 15 09:03:40 UTC 2021","Tue Jun 15 09:04:07 UTC 2021","27205","","Interactive Book","","","","Student see interactive book content (example #1)",""
"failed","Tue Jun 15 09:04:32 UTC 2021","Tue Jun 15 09:05:26 UTC 2021","54564","","Course Project","","","","Confirm student on course project topic (example #2)",""
"failed","Tue Jun 15 09:12:41 UTC 2021","Tue Jun 15 09:13:08 UTC 2021","27162","","Interactive Book","","","","Student cannot see hide interactive book (example #3)",""
"passed","Tue Jun 15 09:08:51 UTC 2021","Tue Jun 15 09:09:36 UTC 2021","44787","","EEM Complex","","","","Add folder to EEM Complex section (example #1)",""
"passed","Tue Jun 15 08:58:38 UTC 2021","Tue Jun 15 08:59:07 UTC 2021","29339","","Graduation Project","","","","Create new graduation project topic (example #1)",""
"passed","Tue Jun 15 09:02:33 UTC 2021","Tue Jun 15 09:03:08 UTC 2021","34954","","EEM Complex","","","","User can see the Map EEM Complex (example #2)",""
"passed","Tue Jun 15 09:16:24 UTC 2021","Tue Jun 15 09:16:58 UTC 2021","33992","","Interactive Book","","","","Edit interactive book topic (example #1)",""
"passed","Tue Jun 15 09:17:49 UTC 2021","Tue Jun 15 09:18:15 UTC 2021","26168","","EEM Complex","","","","Edit EEM Complex (example #1)",""
"failed","Tue Jun 15 09:09:12 UTC 2021","Tue Jun 15 09:10:05 UTC 2021","52853","","Interactive Book","","","","Hide interactive book child topic (example #2)",""
"failed","Tue Jun 15 09:10:10 UTC 2021","Tue Jun 15 09:11:03 UTC 2021","52776","","Course Project","","","","Edit course project topic (example #2)",""
"failed","Tue Jun 15 09:16:18 UTC 2021","Tue Jun 15 09:17:25 UTC 2021","66814","","Course Project","","","","Delete course project topic (example #2)",""
"passed","Tue Jun 15 08:59:07 UTC 2021","Tue Jun 15 08:59:33 UTC 2021","25181","","Graduation Project","","","","Create new graduation project topic (example #2)",""
"failed","Tue Jun 15 09:08:14 UTC 2021","Tue Jun 15 09:09:01 UTC 2021","46696","","Graduation Project","","","","Edit graduation project topic (example #1)",""
"passed","Tue Jun 15 09:14:05 UTC 2021","Tue Jun 15 09:14:58 UTC 2021","52915","","EEM Complex","","","","Add file to EEM Complex section (example #2)",""
"passed","Tue Jun 15 09:00:37 UTC 2021","Tue Jun 15 09:01:04 UTC 2021","26860","","EEM Complex","","","","Create new EEM Complex (example #4)",""
"passed","Tue Jun 15 08:58:39 UTC 2021","Tue Jun 15 08:59:11 UTC 2021","31493","","EEM Complex","","","","Create new EEM Complex (example #1)",""
"passed","Tue Jun 15 08:58:41 UTC 2021","Tue Jun 15 08:59:20 UTC 2021","38622","","Interactive Book","","","","Create new interactive book topic (example #1)",""
"failed","Tue Jun 15 09:07:42 UTC 2021","Tue Jun 15 09:08:26 UTC 2021","43668","","Course Project","","","","Assign course project topic to student (example #2)",""
"failed","Tue Jun 15 09:01:58 UTC 2021","Tue Jun 15 09:02:48 UTC 2021","49248","","Course Project","","","","Student select course project topic (example #3)",""
"failed","Tue Jun 15 09:14:18 UTC 2021","Tue Jun 15 09:15:10 UTC 2021","52335","","Interactive Book","","","","Delete interactive book child topic (example #2)",""
"passed","Tue Jun 15 09:15:10 UTC 2021","Tue Jun 15 09:15:41 UTC 2021","30204","","Interactive Book","","","","Delete interactive book child topic (example #3)",""
"failed","Tue Jun 15 09:01:31 UTC 2021","Tue Jun 15 09:01:58 UTC 2021","27035","","Course Project","","","","Student select course project topic (example #2)",""
"failed","Tue Jun 15 09:06:11 UTC 2021","Tue Jun 15 09:06:57 UTC 2021","45141","","Interactive Book","","","","Add interactive book child topic (example #2)",""
"passed","Tue Jun 15 08:59:54 UTC 2021","Tue Jun 15 09:00:33 UTC 2021","39268","","Interactive Book","","","","Create new interactive book topic (example #3)",""
"failed","Tue Jun 15 09:12:37 UTC 2021","Tue Jun 15 09:13:32 UTC 2021","54667","","Course Project","","","","Student see edited course project topic (example #1)",""
"failed","Tue Jun 15 09:01:32 UTC 2021","Tue Jun 15 09:01:59 UTC 2021","26242","","Graduation Project","","","","Student select graduation project topic (example #2)",""
"failed","Tue Jun 15 09:06:34 UTC 2021","Tue Jun 15 09:07:25 UTC 2021","51471","","EEM Complex","","","","Open created EEM Complex (example #3)",""
"passed","Tue Jun 15 09:07:17 UTC 2021","Tue Jun 15 09:07:41 UTC 2021","23657","","Graduation Project","","","","Assign graduation project topic to student (example #3)",""
"passed","Tue Jun 15 09:07:25 UTC 2021","Tue Jun 15 09:08:01 UTC 2021","35698","","EEM Complex","","","","Open created EEM Complex (example #4)",""
"failed","Tue Jun 15 09:03:26 UTC 2021","Tue Jun 15 09:04:32 UTC 2021","66036","","Course Project","","","","Confirm student on course project topic (example #1)",""
"failed","Tue Jun 15 09:15:24 UTC 2021","Tue Jun 15 09:16:18 UTC 2021","54064","","Course Project","","","","Delete course project topic (example #1)",""
"passed","Tue Jun 15 09:06:00 UTC 2021","Tue Jun 15 09:06:34 UTC 2021","34025","","EEM Complex","","","","Open created EEM Complex (example #2)",""
"failed","Tue Jun 15 09:00:35 UTC 2021","Tue Jun 15 09:01:32 UTC 2021","56978","","Graduation Project","","","","Student select graduation project topic (example #1)",""
"passed","Tue Jun 15 09:10:05 UTC 2021","Tue Jun 15 09:10:39 UTC 2021","34746","","Interactive Book","","","","Hide interactive book child topic (example #3)",""
"passed","Tue Jun 15 08:58:49 UTC 2021","Tue Jun 15 08:59:20 UTC 2021","31253","","Course Project","","","","Create new course project topic (example #1)",""
"passed","Tue Jun 15 09:09:36 UTC 2021","Tue Jun 15 09:10:17 UTC 2021","41277","","EEM Complex","","","","Add folder to EEM Complex section (example #2)",""
"failed","Tue Jun 15 09:11:03 UTC 2021","Tue Jun 15 09:11:56 UTC 2021","52544","","Course Project","","","","Edit course project topic (example #3)",""
"failed","Tue Jun 15 09:11:27 UTC 2021","Tue Jun 15 09:12:11 UTC 2021","43232","","Interactive Book","","","","Student cannot see hide interactive book (example #1)",""
"passed","Tue Jun 15 09:19:44 UTC 2021","Tue Jun 15 09:20:12 UTC 2021","27358","","Interactive Book","","","","Delete interactive book topic (example #3)",""
"passed","Tue Jun 15 09:09:01 UTC 2021","Tue Jun 15 09:09:23 UTC 2021","22624","","Graduation Project","","","","Edit graduation project topic (example #2)",""
"failed","Tue Jun 15 09:17:25 UTC 2021","Tue Jun 15 09:18:19 UTC 2021","54289","","Course Project","","","","Delete course project topic (example #3)",""
"passed","Tue Jun 15 09:18:46 UTC 2021","Tue Jun 15 09:19:15 UTC 2021","29400","","Interactive Book","","","","Delete interactive book topic (example #1)",""
"failed","Tue Jun 15 09:04:35 UTC 2021","Tue Jun 15 09:04:57 UTC 2021","22445","","Interactive Book","","","","Student see interactive book content (example #3)",""
"passed","Tue Jun 15 09:03:59 UTC 2021","Tue Jun 15 09:04:32 UTC 2021","33683","","EEM Complex","","","","User can see the Map EEM Complex (example #4)",""
"passed","Tue Jun 15 09:06:57 UTC 2021","Tue Jun 15 09:07:44 UTC 2021","47528","","Interactive Book","","","","Add interactive book child topic (example #3)",""
"passed","Tue Jun 15 09:19:15 UTC 2021","Tue Jun 15 09:19:44 UTC 2021","29323","","Interactive Book","","","","Delete interactive book topic (example #2)",""
"passed","Tue Jun 15 09:09:23 UTC 2021","Tue Jun 15 09:09:49 UTC 2021","25706","","Graduation Project","","","","Edit graduation project topic (example #3)",""
